"","X19","X26","X27","X29","X35","X118","X121","X125","X126","X131","X136","X139","X204","X205","X206","X223","X260","X265","X308","X310","X314","X316","X318","X351","X353","X354","X356","X357","X365","X367","X369","X406","X408","X410","X414","X415","X422","X423","X425","X433"
"1",0.723186345847905,0,0,0,0,0.819270003604609,0,0,0,0,0,0,1.24675574569679,0,0,0,0,0.780444016571977,0,0,2.43760447467377,0.746781024864039,3.62341433297216,0,0,1.21445487330832,0,2.63709312677642,2.26783173258307,0.820718365543521,0,0,0,1.47087406705015,0.914384194677444,0,0,0,1.08357946939653,1.30276612104658
"2",394.136558487108,46.7727100252352,144.429135862879,205.963548055526,234.651906006337,414.550621823932,388.96973717286,237.57694750559,302.137379798009,377.512943494204,148.56749985479,427.48811540453,422.650197791213,269.722562201158,241.396768014637,505.854061145964,311.512395409334,273.935849816764,446.083632112777,274.829902861022,359.140392601936,431.639432371415,404.010698126396,189.619715543953,176.615679435745,272.037891621064,246.537658807567,500.168663045262,360.585245480707,302.024358520016,369.671302644167,389.222164139065,289.706222553587,508.186990165826,264.257032261781,464.814725403496,376.304637402504,404.397960119788,470.273489718094,673.530084581079
"3",114744.361563958,147489.945612908,164332.037173551,347492.951882036,171455.821733971,175672.789792922,206618.421275937,232724.839172792,176457.083644669,253531.620964204,161265.336531568,193010.884105145,257183.268733826,193777.849074217,185940.455679417,235131.862938884,98592.5107873698,131838.846831471,121778.56334493,120287.870527578,140476.708270975,154874.916746553,114303.020743162,99003.722790938,126395.790175012,114421.080343617,107698.980138333,182673.198953887,134198.942775603,135351.231408706,168664.718059535,107043.302956097,105069.746232045,140417.728247976,113396.441518729,169458.714232104,143073.901973723,150024.630523052,151176.673252326,162239.978884535
"4",77.3809390057258,85.0412909549731,117.525669378617,121.320994060104,123.225023265898,207.275310911966,139.4661228679,118.05971011014,115.099954208765,174.236743151171,99.044999903193,204.028418715798,172.052292906157,388.044252223364,72.296493973927,174.325091841071,73.8098399570623,309.055830562503,77.8756171315526,117.499741078263,135.69331575684,123.965650127431,140.709256597086,77.1556083937462,81.1652938583389,81.3684765116576,74.7083814568384,125.70143904301,99.7845962336549,98.4862038652225,131.968680083724,68.4742696170577,74.890043925417,162.531584409041,88.6952668837121,119.705710103914,96.6465462181293,112.982089050808,115.943003225429,105.524055804773
"5",31235.1414635169,37350.1349874242,36587.2984466757,78740.146563474,37054.026676956,60723.47339717,49190.5971895085,49045.7931506939,51254.8949934264,73794.5406258286,42633.518674546,53243.6447736342,57413.1020893373,44534.7573928742,43104.6401444208,64304.168252875,28359.8327589352,35253.4366725728,30661.0670052025,31826.4976639275,37806.4328673654,35448.2016882462,40748.3136862161,28754.1952095202,28022.8046963547,33600.3229798214,25715.8700371347,49140.4723553942,34906.4660279186,31335.0271964516,39605.7088740424,30133.1835176644,25417.2867501606,50618.6601434638,24504.5820331608,40004.6295447272,40721.0969097365,36903.067031278,49253.0212019499,48197.7867972996
"6",2.89274538339162,7.08677424624776,4.2479157606729,4.23212769977107,2.6218090056574,5.73489002523226,2.55901142876881,1.45752728531037,2.21346065786087,2.63995065380562,0,3.88625559458663,9.97404596557434,3.81682871039374,4.90145721857132,0,2.90589921090796,6.24355213257582,3.02429581093408,2.9872815528372,6.50027859913007,4.48068614918424,1.81170716648608,1.30772217616519,0.649322350866711,1.21445487330832,4.98055876378922,1.75806208451762,4.53566346516613,3.28287346217408,3.17996819478853,0.900977231803391,0.985395314808118,2.20631110057522,9.14384194677444,3.82039500331641,3.08446424100413,3.11674728416021,0,1.95414918156986
"7",111651.293562766,145470.214952728,161437.790568613,340570.601674444,167841.658019673,170374.570679611,201705.119332701,227724.063056892,171497.825040732,247525.733226796,157571.225724368,188520.3157656,249745.123954999,189868.144198537,181857.541816347,228305.167824465,96540.3647646266,129199.385167425,118699.830209399,117860.206385639,137838.407694553,151327.706878449,111810.715584466,97261.836852286,123892.652512421,112422.087622151,105397.961989462,177738.318682646,130571.923891292,132820.13596937,164888.505828224,104471.012959299,102954.102491152,136739.807643317,111693.858148239,165668.882388814,139203.92750601,146557.249169424,147486.001579562,157662.058735178
"8",217.679090100219,240.950324372424,329.921457412262,249.695534286493,251.69366454311,330.985081456262,314.758405738564,284.217820635522,241.267211706835,384.112820128718,236.904932200881,297.298552985877,330.39027260965,234.098827570816,311.242533379279,373.553768230866,152.850298493759,289.544730148203,189.01848818338,223.050355945178,337.201952329872,203.124438763019,210.761933701214,105.92549626938,199.991284066947,208.886238209032,224.125144370515,266.346405804419,240.390163653805,250.319101490774,305.276946699699,163.977856188217,218.757759887402,259.609272834351,193.849449271618,300.537740260891,225.165889593301,284.40318967962,283.897820981891,273.580885419781
"9",6679.34909025125,7079.68747200151,6098.59106040606,8733.70086309424,7133.94230439378,6885.96438029674,7405.77907485695,6864.95351381184,6279.5878863513,9194.94812720498,5541.16621080026,6344.31225816268,8514.0949873634,6271.04957117692,7842.33154971411,7181.5711942384,6827.11960610717,7297.15155494798,7686.24780348897,7855.55472344422,7579.32484658566,8203.38955813147,6163.42778038565,4646.33689191492,6852.94809104727,7206.57521821159,5944.91945442791,9101.4874115477,7653.17615355699,7511.2144814543,7947.53551082523,7820.48237205344,7395.39183763493,6876.33626345944,8074.92682319651,10228.4708888791,7885.94690950055,7451.36356960603,8539.68979831406,9450.91682513238
"10",18.0796586461976,14.1735484924955,9.91180344157011,28.2141846651405,23.5962810509166,27.0359101189521,33.2671485739946,26.2354911355866,33.2019098679131,29.0394571918618,16.0613513356529,29.1469169593997,21.1948476768455,25.4455247359583,14.704371655714,20.2341624458386,20.3412944763557,26.5350965634472,11.3411092910028,16.9279287994108,33.3139278205416,26.1373358702414,20.5326812201756,14.3849439378171,14.2850917190676,15.7879133530082,26.7705033553671,18.459651887435,20.4104855932476,21.3386775041315,15.8998409739426,20.722476331478,18.7225109813542,13.2378666034513,27.4315258403233,25.4693000221094,28.7883329160385,35.8425937678425,14.0865331021549,22.7984071183151
